nombre,precio,url,tienda,fecha_actualizacion,precio_num,cant_std,unit_std,precio_unitario,categoria_limpia,posible_error_precio,categoria_ml
Leche Great Value Deslactosada 1.5 Lts,$40.00,https://despensa.bodegaaurrera.com.mx/ip/leche-great-value-deslactosada-1-5-lts/00750649501846?from=/search,Bodega Aurrera,2026-04-24T22:49:24.957Z,40.0,1.5,L,26.666666666666668,Lacteos,False,Leche
Leche Great Value Deslactosada Light 1.5 Lts,$40.00,https://despensa.bodegaaurrera.com.mx/ip/leche-great-value-deslactosada-light-1-5-lts/00750649501848?from=/search,Bodega Aurrera,2026-04-24T22:49:24.957Z,40.0,1.5,L,26.666666666666668,Lacteos,False,Leche
Leche Alpura Deslactosada 0% grasa 1 L,$32.00,https://despensa.bodegaaurrera.com.mx/ip/leche-alpura-deslactosada-0-grasa-1-l/00750105591828?from=/search,Bodega Aurrera,2026-04-24T22:49:24.957Z,32.0,1.0,L,32.0,Lacteos,False,Leche
Leche San Marcos deslactosada light 1 l,$35.00,https://despensa.bodegaaurrera.com.mx/ip/leche-san-marcos-deslactosada-light-1-l/00750115841451?from=/search,Bodega Aurrera,2026-04-24T22:49:24.957Z,35.0,1.0,L,35.0,Lacteos,False,Leche
Leche Santa Clara Deslactosada Light 1.5 lt,$55.00,https://despensa.bodegaaurrera.com.mx/ip/leche-santa-clara-deslactosada-light-1-5-lt/00750105538578?from=/search,Bodega Aurrera,2026-04-24T22:49:24.957Z,55.0,1.5,L,36.66666666666666,Lacteos,False,Leche
Leche Lala UHT deslactosada light baja en grasa 1.5 l,$47.00,https://despensa.bodegaaurrera.com.mx/ip/leche-lala-uht-deslactosada-light-baja-en-grasa-1-5-l/00750102055344?from=/search,Bodega Aurrera,2026-04-24T22:49:24.957Z,47.0,1.5,L,31.33333333333333,Lacteos,False,Leche
Leche Great Value deslactosada caja con 6 pzas de 1 l c/u,$153.00,https://despensa.bodegaaurrera.com.mx/ip/leche-great-value-deslactosada-caja-con-6-pzas-de-1-l-c-u/00750649501427?from=/search,Bodega Aurrera,2026-04-24T22:49:24.957Z,153.0,6.0,pzas,25.5,Lacteos,False,Leche
Café Alpura Lechero 1 l,$36.00,https://despensa.bodegaaurrera.com.mx/ip/cafe-alpura-lechero-1-l/00750105591515?from=/search,Bodega Aurrera,2026-04-24T22:49:24.957Z,36.0,1.0,L,36.0,Lacteos,False,Leche
Leche Santa Clara light de 1 l,$30.00,https://despensa.bodegaaurrera.com.mx/ip/leche-santa-clara-light-de-1-l/00750129560014?from=/search,Bodega Aurrera,2026-04-24T22:49:24.957Z,30.0,1.0,L,30.0,Lacteos,False,Leche
Leche Alpura Clásica parcialmente descremada 1 l,$30.00,https://despensa.bodegaaurrera.com.mx/ip/leche-alpura-clasica-parcialmente-descremada-1-l/00750105590003?from=/search,Bodega Aurrera,2026-04-24T22:49:24.957Z,30.0,1.0,L,30.0,Lacteos,False,Leche
Leche Alpura Selecta entera 1 l,$35.00,https://despensa.bodegaaurrera.com.mx/ip/leche-alpura-selecta-entera-1-l/00750105590503?from=/search,Bodega Aurrera,2026-04-24T22:49:24.957Z,35.0,1.0,L,35.0,Lacteos,False,Leche
Leche Alpura Clásica entera 1.5 l,$44.00,https://despensa.bodegaaurrera.com.mx/ip/leche-alpura-clasica-entera-1-5-l/00750105591025?from=/search,Bodega Aurrera,2026-04-24T22:49:24.957Z,44.0,1.5,L,29.33333333333333,Lacteos,False,Leche
Leche Santa Clara entera caja con 6 pzas de 1 l c/u,$177.00,https://despensa.bodegaaurrera.com.mx/ip/leche-santa-clara-entera-caja-con-6-pzas-de-1-l-c-u/00750105536750?from=/search,Bodega Aurrera,2026-04-24T22:49:52.859Z,177.0,6.0,pzas,29.5,Lacteos,False,Leche
Leche Great Value entera 1 l,$19.00,https://despensa.bodegaaurrera.com.mx/ip/leche-great-value-entera-1-l/00750649501422?from=/search,Bodega Aurrera,2026-04-24T22:49:52.859Z,19.0,1.0,L,19.0,Lacteos,False,Leche
Leche Santa Clara entera 1.5 l,$54.00,https://despensa.bodegaaurrera.com.mx/ip/leche-santa-clara-entera-1-5-l/00750105537546?from=/search,Bodega Aurrera,2026-04-24T22:49:52.859Z,54.0,1.5,L,36.0,Lacteos,False,Leche
Leche Santa Clara entera 1 l,$30.00,https://despensa.bodegaaurrera.com.mx/ip/leche-santa-clara-entera-1-l/00750129560012?from=/search,Bodega Aurrera,2026-04-24T22:49:52.859Z,30.0,1.0,L,30.0,Lacteos,False,Leche
Leche Alpura Clásica entera 1.5 l,$44.00,https://despensa.bodegaaurrera.com.mx/ip/leche-alpura-clasica-entera-1-5-l/00750105591025?from=/search,Bodega Aurrera,2026-04-24T22:49:52.859Z,44.0,1.5,L,29.33333333333333,Lacteos,False,Leche
Leche Great Value Entera 1.5 Lts,$40.00,https://despensa.bodegaaurrera.com.mx/ip/leche-great-value-entera-1-5-lts/00750649501847?from=/search,Bodega Aurrera,2026-04-24T22:49:52.859Z,40.0,1.5,L,26.666666666666668,Lacteos,False,Leche
Leche fresca Lala fresca entera 3.78 l,$89.00,https://despensa.bodegaaurrera.com.mx/ip/leche-fresca-lala-fresca-entera-3-78-l/00750102050008?from=/search,Bodega Aurrera,2026-04-24T22:49:52.860Z,89.0,3.78,L,23.544973544973548,Lacteos,False,Leche
Leche fresca Lala fresca entera 1.8 l,$49.00,https://despensa.bodegaaurrera.com.mx/ip/leche-fresca-lala-fresca-entera-1-8-l/00750102054704?from=/search,Bodega Aurrera,2026-04-24T22:49:52.860Z,49.0,1.8,L,27.22222222222222,Lacteos,False,Leche
Leche Alpura Clásica parcialmente descremada 1 l,$30.00,https://despensa.bodegaaurrera.com.mx/ip/leche-alpura-clasica-parcialmente-descremada-1-l/00750105590003?from=/search,Bodega Aurrera,2026-04-24T22:49:52.860Z,30.0,1.0,L,30.0,Lacteos,False,Leche
Leche Alpura clásica 200 ml,$9.00,https://despensa.bodegaaurrera.com.mx/ip/leche-alpura-clasica-200-ml/00750105591511?from=/search,Bodega Aurrera,2026-04-24T22:49:52.860Z,9.0,0.2,L,45.0,Lacteos,False,Leche
Leche Lala UHT entera 1.5 l,$45.00,https://despensa.bodegaaurrera.com.mx/ip/leche-lala-uht-entera-1-5-l/00750102055073?from=/search,Bodega Aurrera,2026-04-24T22:49:52.860Z,45.0,1.5,L,30.0,Lacteos,False,Leche
Leche Alpura Clásica entera 3.78 l,$93.00,https://despensa.bodegaaurrera.com.mx/ip/leche-alpura-clasica-entera-3-78-l/00750105590105?from=/search,Bodega Aurrera,2026-04-24T22:49:52.860Z,93.0,3.78,L,24.603174603174605,Lacteos,False,Leche
Leche Lala UHT entera 1 l,$30.00,https://despensa.bodegaaurrera.com.mx/ip/leche-lala-uht-entera-1-l/00750102056593?from=/search,Bodega Aurrera,2026-04-24T22:49:52.860Z,30.0,1.0,L,30.0,Lacteos,False,Leche
Leche Alpura Selecta entera 1 l,$35.00,https://despensa.bodegaaurrera.com.mx/ip/leche-alpura-selecta-entera-1-l/00750105590503?from=/search,Bodega Aurrera,2026-04-24T22:49:52.860Z,35.0,1.0,L,35.0,Lacteos,False,Leche
Leche Lala UHT semidescremada reducida en grasa 1 l,$30.00,https://despensa.bodegaaurrera.com.mx/ip/leche-lala-uht-semidescremada-reducida-en-grasa-1-l/00750102056595?from=/search,Bodega Aurrera,2026-04-24T22:51:36.405Z,30.0,1.0,L,30.0,Lacteos,False,Leche
Leche Lala UHT light baja en grasa 1 l,$30.00,https://despensa.bodegaaurrera.com.mx/ip/leche-lala-uht-light-baja-en-grasa-1-l/00750102056594?from=/search,Bodega Aurrera,2026-04-24T22:51:36.405Z,30.0,1.0,L,30.0,Lacteos,False,Leche
Leche San Marcos semidescremada 1 l,$34.00,https://despensa.bodegaaurrera.com.mx/ip/leche-san-marcos-semidescremada-1-l/00750115841448?from=/search,Bodega Aurrera,2026-04-24T22:51:36.405Z,34.0,1.0,L,34.0,Lacteos,False,Leche
Leche Tamariz entera 1 l,$25.00,https://despensa.bodegaaurrera.com.mx/ip/leche-tamariz-entera-1-l/00060449835142?from=/search,Bodega Aurrera,2026-04-24T22:51:36.405Z,25.0,1.0,L,25.0,Lacteos,False,Leche
Leche Tamariz entera 1.5 l,$37.00,https://despensa.bodegaaurrera.com.mx/ip/leche-tamariz-entera-1-5-l/00060449870248?from=/search,Bodega Aurrera,2026-04-24T22:51:36.405Z,37.0,1.5,L,24.666666666666668,Lacteos,False,Leche
Leche Alpura deslactosada light 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-light-1-l%2F00750105590414&adUid=b06309ee-f26c-42f2-81ff-773248d68e0a&mloc=sp-search-middle&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e0cTPuRsoXb2HUDksHM12LIFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJbdcwcGdonC_ukrDKLiI1WNG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjT-2E2_PC3EcRPs8_DyDdNS5AWteaQUCVrejrpl2qGKVXYYCjM656y_inA2jBouMCjpYWCu3O7wF62cHVmX9zos&storeId=3721&tn=WMT_MX&wtn=hvgqan&bkt=ace1_default%7Cace2_default%7Cace3_default&/ip/leche-alpura-deslactosada-light-1-l/00750105590414,Walmart,2026-04-24T23:36:03.076Z,37.0,1.0,L,37.0,Lacteos,False,Leche
Leche Alpura deslactosada caja con 6 pzas de 1 l c/u,$172.00,https://www.walmart.com.mx/ip/leche-alpura-deslactosada-caja-con-6-pzas-de-1-l-c-u/00750105591287?athbdg=L1600&from=/search,Walmart,2026-04-24T23:36:03.076Z,172.0,6.0,pzas,28.666666666666668,Lacteos,False,Leche
Leche Alpura clásica caja con 6 pzas de 1 l c/u,$170.00,https://www.walmart.com.mx/ip/leche-alpura-clasica-caja-con-6-pzas-de-1-l-c-u/00750105591286?athbdg=L1600&from=/search,Walmart,2026-04-24T23:36:03.076Z,170.0,6.0,pzas,28.33333333333333,Lacteos,False,Leche
Leche Alpura deslactosada light caja con 6 pzas de 1 l c/u,$172.00,https://www.walmart.com.mx/ip/leche-alpura-deslactosada-light-caja-con-6-pzas-de-1-l-c-u/00750105591355?athbdg=L1505&from=/search,Walmart,2026-04-24T23:36:03.076Z,172.0,6.0,pzas,28.666666666666668,Lacteos,False,Leche
Leche Santa Clara deslactosada caja con 6 pzas 1 l c/u,$180.00,https://www.walmart.com.mx/ip/leche-santa-clara-deslactosada-caja-con-6-pzas-1-l-c-u/00750105536751?athbdg=L1300&from=/search,Walmart,2026-04-24T23:36:03.076Z,180.0,6.0,pzas,30.0,Lacteos,False,Leche
Leche Santa Clara entera caja con 6 pzas de 1 l c/u,$177.00,https://www.walmart.com.mx/ip/leche-santa-clara-entera-caja-con-6-pzas-de-1-l-c-u/00750105536750?athbdg=L1300&from=/search,Walmart,2026-04-24T23:36:03.076Z,177.0,6.0,pzas,29.5,Lacteos,False,Leche
Leche Santa Clara deslactosada light caja con 6 pzas 1 l c/u,$180.00,https://www.walmart.com.mx/ip/leche-santa-clara-deslactosada-light-caja-con-6-pzas-1-l-c-u/00750105537150?athbdg=L1300&from=/search,Walmart,2026-04-24T23:36:03.076Z,180.0,6.0,pzas,30.0,Lacteos,False,Leche
Leche Santa Clara entera 1 l,$37.00,https://www.walmart.com.mx/ip/leche-santa-clara-entera-1-l/00750129560012?athbdg=L1506&from=/search,Walmart,2026-04-24T23:36:03.076Z,37.0,1.0,L,37.0,Lacteos,False,Leche
Leche Alpura deslactosada 1.5 l,$51.00,https://www.walmart.com.mx/ip/leche-alpura-deslactosada-1-5-l/00750105591027?from=/search,Walmart,2026-04-24T23:36:03.076Z,51.0,1.5,L,34.0,Lacteos,False,Leche
Leche Santa Clara deslactosada light de 1 l,$39.00,https://www.walmart.com.mx/ip/leche-santa-clara-deslactosada-light-de-1-l/00750105534900?athbdg=L1506&from=/search,Walmart,2026-04-24T23:36:03.076Z,39.0,1.0,L,39.0,Lacteos,False,Leche
Leche Santa Clara deslactosada 1 l,$39.00,https://www.walmart.com.mx/ip/leche-santa-clara-deslactosada-1-l/00750129560015?athbdg=L1506&from=/search,Walmart,2026-04-24T23:36:03.076Z,39.0,1.0,L,39.0,Lacteos,False,Leche
Leche Santa Clara deslactosada 1.5 l,$55.00,https://www.walmart.com.mx/ip/leche-santa-clara-deslactosada-1-5-l/00750105537544?athbdg=L1506&from=/search,Walmart,2026-04-24T23:36:03.076Z,55.0,1.5,L,36.66666666666666,Lacteos,False,Leche
Leche Santa Clara entera 1.5 l,$54.00,https://www.walmart.com.mx/ip/leche-santa-clara-entera-1-5-l/00750105537546?athbdg=L1506&from=/search,Walmart,2026-04-24T23:36:03.076Z,54.0,1.5,L,36.0,Lacteos,False,Leche
Leche Santa Clara light de 1 l,$37.00,https://www.walmart.com.mx/ip/leche-santa-clara-light-de-1-l/00750129560014?athbdg=L1506&from=/search,Walmart,2026-04-24T23:36:03.076Z,37.0,1.0,L,37.0,Lacteos,False,Leche
Leche Alpura deslactosada 1 l,$37.00,https://www.walmart.com.mx/ip/leche-alpura-deslactosada-1-l/00750105590142?athbdg=L1506&from=/search,Walmart,2026-04-24T23:36:03.077Z,37.0,1.0,L,37.0,Lacteos,False,Leche
Leche Alpura light 1 l,$36.00,https://www.walmart.com.mx/ip/leche-alpura-light-1-l/00750105590080?athbdg=L1506&from=/search,Walmart,2026-04-24T23:36:03.077Z,36.0,1.0,L,36.0,Lacteos,False,Leche
Leche Great Value Deslactosada 1.5 Lts,$40.00,https://www.walmart.com.mx/ip/leche-great-value-deslactosada-1-5-lts/00750649501846?from=/search,Walmart,2026-04-24T23:36:03.077Z,40.0,1.5,L,26.666666666666668,Lacteos,False,Leche
Leche Great Value Deslactosada Light 1.5 Lts,$40.00,https://www.walmart.com.mx/ip/leche-great-value-deslactosada-light-1-5-lts/00750649501848?from=/search,Walmart,2026-04-24T23:36:03.077Z,40.0,1.5,L,26.666666666666668,Lacteos,False,Leche
Leche Alpura deslactosada light 1.5 l,$51.00,https://www.walmart.com.mx/ip/leche-alpura-deslactosada-light-1-5-l/00750105591341?from=/search,Walmart,2026-04-24T23:36:03.077Z,51.0,1.5,L,34.0,Lacteos,False,Leche
Leche Great Value deslactosada caja con 6 pzas de 1 l c/u,$153.00,https://www.walmart.com.mx/ip/leche-great-value-deslactosada-caja-con-6-pzas-de-1-l-c-u/00750649501427?from=/search,Walmart,2026-04-24T23:36:03.077Z,153.0,6.0,pzas,25.5,Lacteos,False,Leche
Leche Lala UHT deslactosada light baja en grasa 1.5 l,$54.00,https://www.walmart.com.mx/ip/leche-lala-uht-deslactosada-light-baja-en-grasa-1-5-l/00750102055344?from=/search,Walmart,2026-04-24T23:36:03.077Z,54.0,1.5,L,36.0,Lacteos,False,Leche
Leche Great Value entera 1 l,$23.00,https://www.walmart.com.mx/ip/leche-great-value-entera-1-l/00750649502153?from=/search,Walmart,2026-04-24T23:36:03.077Z,23.0,1.0,L,23.0,Lacteos,False,Leche
Leche Great Value Entera 1.5 Lts,$40.00,https://www.walmart.com.mx/ip/leche-great-value-entera-1-5-lts/00750649501847?from=/search,Walmart,2026-04-24T23:36:03.077Z,40.0,1.5,L,26.666666666666668,Lacteos,False,Leche
Leche Great Value entera 236 ml,$10.00,https://www.walmart.com.mx/ip/leche-great-value-entera-236-ml/00750649508927?athbdg=L1506&from=/search,Walmart,2026-04-24T23:36:03.077Z,10.0,0.236,L,42.37288135593221,Lacteos,False,Leche
Leche fresca Lala fresca entera 1.8 l,$53.00,https://www.walmart.com.mx/ip/leche-fresca-lala-fresca-entera-1-8-l/00750102054704?from=/search,Walmart,2026-04-24T23:36:03.077Z,53.0,1.8,L,29.444444444444443,Lacteos,False,Leche
Leche Lala UHT entera 1 l,$37.00,https://www.walmart.com.mx/ip/leche-lala-uht-entera-1-l/00750102056593?athbdg=L1300&from=/search,Walmart,2026-04-24T23:36:03.077Z,37.0,1.0,L,37.0,Lacteos,False,Leche
Leche fresca Lala fresca entera 3.78 l,$101.00,https://www.walmart.com.mx/ip/leche-fresca-lala-fresca-entera-3-78-l/00750102050008?athbdg=L1300&from=/search,Walmart,2026-04-24T23:36:03.077Z,101.0,3.78,L,26.71957671957672,Lacteos,False,Leche
Leche San Marcos entera 6 pzas de 1 l c/u,$161.00,https://www.walmart.com.mx/ip/leche-san-marcos-entera-6-pzas-de-1-l-c-u/00750115840001?athbdg=L1300&from=/search,Walmart,2026-04-24T23:36:03.077Z,161.0,6.0,pzas,26.83333333333333,Lacteos,False,Leche
Leche Alpura Clásica entera 1.5 l,$50.00,https://www.walmart.com.mx/ip/leche-alpura-clasica-entera-1-5-l/00750105591025?from=/search,Walmart,2026-04-24T23:36:03.077Z,50.0,1.5,L,33.333333333333336,Lacteos,False,Leche
Leche Alpura deslactosada light 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=2&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-light-1-l%2F00750105590414&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e0cTPuRsoXb2HUDksHM12LIFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjcd9hJjg5egcVK-nzmQBhRP5qtlkEI3yOoI60LKlZiUR&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-light-1-l/00750105590414,Walmart,2026-04-24T23:36:03.077Z,37.0,1.0,L,37.0,Lacteos,False,Leche
Leche Alpura Deslactosada 0% grasa 1 L,$38.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=3&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-0-grasa-1-l%2F00750105591828&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e_Vhp7m9Fh85-pdSks3ZZR8FQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjd9EUHtT4kVirjwjpy1luUXOu_rJcPiOnvOAw0VsV2wQlU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-0-grasa-1-l/00750105591828,Walmart,2026-04-24T23:36:03.077Z,38.0,1.0,L,38.0,Lacteos,False,Leche
Leche Alpura deslactosada 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=4&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-1-l%2F00750105590142&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e25YRbElcx6OxMTxDwWmTpkFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjarD53C2cv6LQCBMkpQmCFKgmMighruKQWwyjjbdOmoplU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-1-l/00750105590142,Walmart,2026-04-24T23:36:03.077Z,37.0,1.0,L,37.0,Lacteos,False,Leche
Leche Alpura deslactosada 1.5 l,$51.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=5&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-1-5-l%2F00750105591027&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3ewk1mvI4bYww2kagDsS1ZWIFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjarD53C2cv6LQCBMkpQmCFKgmMighruKQWwyjjbdOmoplU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-1-5-l/00750105591027,Walmart,2026-04-24T23:36:03.077Z,51.0,1.5,L,34.0,Lacteos,False,Leche
Leche Alpura Deslactosada 0% grasa 1.5 L,$51.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=6&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-0-grasa-1-5-l%2F00750105591863&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3eyF2PwljbgrXymIsUlu_yuoFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjd9EUHtT4kVirjwjpy1luUXOu_rJcPiOnvOAw0VsV2wQlU9k8uTobp7ugtICFmhImQ&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-deslactosada-0-grasa-1-5-l/00750105591863,Walmart,2026-04-24T23:36:03.077Z,51.0,1.5,L,34.0,Lacteos,False,Leche
Leche Alpura Selecta deslactosada 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-bottom~desktop~&pos=7&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-selecta-deslactosada-1-l%2F00750105590919&adUid=9f4be8ce-1a8f-4a20-9004-37904639632a&mloc=sp-search-bottom&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e6iYMqS0zZrNXOvyzomfZHMFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJdeQ7hvakg95UIsU29MjnlxG5g5jCUo1ddE-th2g4x51BTSK7iWI3GwzBXat01WIjcd9hJjg5egcVK-nzmQBhRP5qtlkEI3yOoI60LKlZiUR&storeId=3721&tn=WMT_MX&wtn=hvgqan&/ip/leche-alpura-selecta-deslactosada-1-l/00750105590919,Walmart,2026-04-24T23:36:03.077Z,37.0,1.0,L,37.0,Lacteos,False,Leche
Leche Alpura deslactosada light 1 l,$37.00,https://www.walmart.com.mx/wapcrs/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=120006_-1_860172&rdf=1&rd=https%3A%2F%2Fwww.walmart.com.mx%2Fip%2Fleche-alpura-deslactosada-light-1-l%2F00750105590414&adUid=f48cf826-6387-4e56-8876-0a74bc69ae1a&mloc=sp-search-middle&pltfm=desktop&pgId=leche&pt=search&spQs=6FCucBfRRMJ7CjTeQQA3e0cTPuRsoXb2HUDksHM12LIFQ3BNeT55EAr-i_baeRiUhJDrHa6f9Wn7oC5ey6qTJV0sYJ9xuvmaXDXIdQKFa7J7SxX6pKvvABo4vLA1NBMzBTSK7iWI3GwzBXat01WIjYJ0b_9jEBn3hM_0tQH58TPpTU9AeRwK45KBAKZYWQSCXYYCjM656y_inA2jBouMCjpYWCu3O7wF62cHVmX9zos&storeId=3721&tn=WMT_MX&wtn=hvgqan&bkt=ace1_default%7Cace2_default%7Cace3_default&/ip/leche-alpura-deslactosada-light-1-l/00750105590414,Walmart,2026-04-24T23:36:51.386Z,37.0,1.0,L,37.0,Lacteos,False,Leche
Leche Alpura Clásica parcialmente descremada 1 l,$36.00,https://www.walmart.com.mx/ip/leche-alpura-clasica-parcialmente-descremada-1-l/00750105590003?athbdg=L1506&from=/search,Walmart,2026-04-24T23:36:51.387Z,36.0,1.0,L,36.0,Lacteos,False,Leche
Leche Lala UHT entera 1.5 l,$53.00,https://www.walmart.com.mx/ip/leche-lala-uht-entera-1-5-l/00750102055073?from=/search,Walmart,2026-04-24T23:36:51.387Z,53.0,1.5,L,35.333333333333336,Lacteos,False,Leche
Leche Fresca Monarca entera 1.8 l,$44.00,https://www.walmart.com.mx/ip/leche-fresca-monarca-entera-1-8-l/00750102055768?from=/search,Walmart,2026-04-24T23:36:51.387Z,44.0,1.8,L,24.444444444444443,Lacteos,False,Leche
Leche Lala UHT deslactosada y semidescremada 1.5 l,$54.00,https://www.walmart.com.mx/ip/leche-lala-uht-deslactosada-y-semidescremada-1-5-l/00750102055067?from=/search,Walmart,2026-04-24T23:36:51.387Z,54.0,1.5,L,36.0,Lacteos,False,Leche
Leche Lala UHT deslactosada y semidescremada reducida en grasa 1 l,$39.00,https://www.walmart.com.mx/ip/leche-lala-uht-deslactosada-y-semidescremada-reducida-en-grasa-1-l/00750102056591?from=/search,Walmart,2026-04-24T23:36:51.387Z,39.0,1.0,L,39.0,Lacteos,False,Leche
Leche Great Value deslactosada 1 l,$29.00,https://www.walmart.com.mx/ip/leche-great-value-deslactosada-1-l/00750649502144?from=/search,Walmart,2026-04-24T23:36:51.387Z,29.0,1.0,L,29.0,Lacteos,False,Leche
Leche Sello Rojo light deslactosada 1 l,$33.00,https://www.walmart.com.mx/ip/leche-sello-rojo-light-deslactosada-1-l/00750120970188?from=/search,Walmart,2026-04-24T23:36:51.387Z,33.0,1.0,L,33.0,Lacteos,False,Leche
Leche Sello Rojo entera 3.785 l,$90.00,https://www.walmart.com.mx/ip/leche-sello-rojo-entera-3-785-l/00750120970112?from=/search,Walmart,2026-04-24T23:36:51.387Z,90.0,3.785,L,23.778071334214,Lacteos,False,Leche
Leche Great Value semidescremada 1 l,$27.00,https://www.walmart.com.mx/ip/leche-great-value-semidescremada-1-l/00750649501425?from=/search,Walmart,2026-04-24T23:36:51.387Z,27.0,1.0,L,27.0,Lacteos,False,Leche
Leche Great Value deslactosada light 1 l,$29.00,https://www.walmart.com.mx/ip/leche-great-value-deslactosada-light-1-l/00750649502154?from=/search,Walmart,2026-04-24T23:36:51.387Z,29.0,1.0,L,29.0,Lacteos,False,Leche
Leche deslactosada Bové semidescremada orgánica 1 l,$40.00,https://www.walmart.com.mx/ip/leche-deslactosada-bove-semidescremada-organica-1-l/00750163930573?from=/search,Walmart,2026-04-24T23:36:51.387Z,40.0,1.0,L,40.0,Lacteos,False,Leche
Leche fresca Lala 100 sin lactosa light low carb 1 l,$44.00,https://www.walmart.com.mx/ip/leche-fresca-lala-100-sin-lactosa-light-low-carb-1-l/00750102054854?from=/search,Walmart,2026-04-24T23:36:51.387Z,44.0,1.0,L,44.0,Lacteos,False,Leche
Leche entera Bové orgánica 1 l,$44.00,https://www.walmart.com.mx/ip/leche-entera-bove-organica-1-l/00750163930369?from=/search,Walmart,2026-04-24T23:36:51.387Z,44.0,1.0,L,44.0,Lacteos,False,Leche
